frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
4621,  0,  184.800,  0.98,  1, 0.71, 0.07, 0.38, 0.08, 0.39, 0.94, 0.60, 0.00, 0.00, 0.00, 0.13, 0.02, 0.03, 0.09, 0.45, 0.40, 1.32, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4622,  0,  184.840,  0.98,  1, 0.65, 0.04, 0.17, 0.00, 0.31, 0.59, 0.58, 0.03, 0.02, 0.00, 0.09, 0.02, 0.03, 0.09, 0.81, 0.19, 0.80, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4623,  0,  184.880,  0.98,  1, 0.63, 0.04, 0.00, 0.00, 0.19, 0.33, 0.54, 0.03, 0.06, 0.02, 0.02, 0.00, 0.00, 0.00, 1.16, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4624,  0,  184.920,  0.98,  1, 0.62, 0.00, 0.00, 0.00, 0.18, 0.46, 0.55, 0.03, 0.08, 0.02, 0.01, 0.00, 0.00, 0.00, 1.06, 0.00, 0.18, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4625,  0,  184.960,  0.98,  1, 0.67, 0.00, 0.00, 0.00, 0.16, 0.51, 0.54, 0.00, 0.06, 0.02, 0.00, 0.00, 0.00, 0.00, 1.03, 0.00, 0.07, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4626,  0,  185.000,  0.98,  1, 0.73, 0.00, 0.00, 0.00, 0.16, 0.56, 0.52, 0.00, 0.03, 0.00, 0.00, 0.03, 0.00, 0.00, 1.07, 0.00, 0.05, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4627,  0,  185.040,  0.98,  1, 0.78, 0.01, 0.00, 0.10, 0.17, 0.60, 0.48, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 1.09, 0.00, 0.03, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4628,  0,  185.080,  0.98,  1, 0.77, 0.01, 0.00, 0.10, 0.19, 0.54, 0.48, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 1.23, 0.00, 0.04, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4629,  0,  185.120,  0.98,  1, 0.75, 0.01, 0.00, 0.10, 0.21, 0.60, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.38, 0.00, 0.06, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4630,  0,  185.160,  0.98,  1, 0.67, 0.00, 0.00, 0.00, 0.22, 0.58, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.51, 0.00, 0.09, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4631,  0,  185.200,  0.98,  1, 0.69, 0.00, 0.01, 0.00, 0.19, 0.55, 0.54, 0.00, 0.00, 0.00, 0.01, 0.00, 0.02, 0.00, 1.50, 0.00, 0.06, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4632,  0,  185.240,  0.98,  1, 0.70, 0.00, 0.05, 0.00, 0.19, 0.45, 0.50, 0.00, 0.00, 0.00, 0.01, 0.00, 0.03, 0.00, 1.48, 0.00, 0.04, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4633,  0,  185.280,  0.98,  1, 0.67, 0.00, 0.09, 0.02, 0.16, 0.31, 0.45, 0.00, 0.00, 0.00, 0.03, 0.00, 0.03, 0.00, 1.56, 0.00, 0.01, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4634,  0,  185.320,  0.98,  1, 0.67, 0.00, 0.14, 0.08, 0.16, 0.43, 0.44, 0.00, 0.00, 0.00, 0.06, 0.00, 0.02, 0.00, 1.68, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4635,  0,  185.360,  0.98,  1, 0.61, 0.00, 0.13, 0.11, 0.17, 0.41, 0.49, 0.00, 0.00, 0.00, 0.06, 0.00, 0.01, 0.00, 1.80, 0.00, 0.10, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4636,  0,  185.400,  0.98,  1, 0.62, 0.00, 0.26, 0.13, 0.20, 0.43, 0.46, 0.00, 0.00, 0.00, 0.11, 0.00, 0.01, 0.00, 1.89, 0.00, 0.10, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4637,  0,  185.440,  0.98,  1, 0.51, 0.00, 0.31, 0.07, 0.18, 0.35, 0.44, 0.00, 0.00, 0.00, 0.15, 0.00, 0.03, 0.00, 1.81, 0.00, 0.10, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4638,  0,  185.480,  0.98,  1, 0.45, 0.00, 0.55, 0.04, 0.17, 0.35, 0.39, 0.00, 0.00, 0.00, 0.21, 0.00, 0.03, 0.00, 1.63, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4639,  0,  185.520,  0.98,  1, 0.31, 0.00, 0.61, 0.00, 0.14, 0.38, 0.33, 0.02, 0.00, 0.00, 0.24, 0.04, 0.06, 0.00, 1.27, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4640,  0,  185.560,  0.98,  1, 0.18, 0.00, 0.81, 0.00, 0.20, 0.48, 0.23, 0.08, 0.00, 0.24, 0.43, 0.32, 0.24, 0.04, 0.87, 0.80, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4641,  0,  185.600,  0.98,  1, 0.04, 0.00, 0.93, 0.00, 0.22, 0.60, 0.09, 0.40, 0.00, 0.80, 0.64, 0.87, 0.39, 0.04, 0.51, 1.62, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4642,  0,  185.640,  0.92,  1, 0.00, 0.00, 1.05, 0.00, 0.32, 0.53, 0.07, 0.69, 0.00, 1.31, 0.66, 1.39, 0.67, 0.04, 0.37, 2.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4643,  0,  185.680,  0.98,  1, 0.00, 0.00, 1.05, 0.00, 0.35, 0.33, 0.08, 1.06, 0.00, 1.49, 0.61, 1.73, 0.78, 0.00, 0.42, 2.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4644,  0,  185.720,  0.98,  1, 0.00, 0.00, 1.03, 0.00, 0.36, 0.26, 0.09, 1.06, 0.00, 1.36, 0.57, 1.76, 1.05, 0.00, 0.46, 2.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4645,  0,  185.760,  0.92,  1, 0.00, 0.00, 1.02, 0.00, 0.23, 0.30, 0.07, 0.87, 0.00, 1.17, 0.57, 1.56, 1.02, 0.00, 0.46, 2.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4646,  0,  185.800,  0.98,  1, 0.00, 0.00, 1.00, 0.00, 0.12, 0.31, 0.11, 0.48, 0.00, 0.75, 0.56, 0.94, 0.70, 0.00, 0.84, 1.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
4647,  0,  185.840,  0.98,  1, 0.00, 0.00, 0.94, 0.00, 0.02, 0.18, 0.16, 0.16, 0.00, 0.31, 0.48, 0.40, 0.28, 0.00, 1.17, 0.62, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4648,  0,  185.880,  0.98,  1, 0.00, 0.00, 0.70, 0.00, 0.00, 0.12, 0.12, 0.03, 0.00, 0.00, 0.35, 0.17, 0.00, 0.01, 1.02, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4649,  0,  185.920,  0.98,  1, 0.00, 0.00, 0.38, 0.00, 0.00, 0.04, 0.07, 0.00, 0.00, 0.00, 0.16, 0.34, 0.00, 0.05, 0.47, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4650,  0,  185.960,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.00, 0.05, 0.30, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4651,  0,  186.000,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 0.15, 0.08, 0.05, 0.00, 0.00, 0.21, 0.29, 0.00, 0.04, 0.80, 0.65, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4652,  0,  186.040,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 0.00, 0.24, 0.15, 0.05, 0.00, 0.00, 0.29, 0.12, 0.00, 0.00, 1.40, 0.65, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4653,  0,  186.080,  0.98,  1, 0.05, 0.00, 0.39, 0.00, 0.00, 0.38, 0.19, 0.05, 0.00, 0.00, 0.40, 0.07, 0.00, 0.00, 1.59, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4654,  0,  186.120,  0.98,  1, 0.07, 0.00, 0.37, 0.00, 0.00, 0.38, 0.17, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 1.69, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4655,  0,  186.160,  0.98,  1, 0.07, 0.00, 0.39, 0.00, 0.00, 0.42, 0.13, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 1.68, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4656,  0,  186.200,  0.98,  1, 0.01, 0.00, 0.31, 0.00, 0.00, 0.24, 0.09, 0.00, 0.00, 0.00, 0.09, 0.15, 0.00, 0.00, 1.58, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4657,  0,  186.240,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.00, 0.20, 0.03, 0.00, 0.00, 0.00, 0.07, 0.26, 0.00, 0.00, 1.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4658,  0,  186.280,  0.98,  1, 0.00, 0.00, 0.04, 0.02, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.07, 0.44, 0.00, 0.00, 0.66, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4659,  0,  186.320,  0.98,  1, 0.09, 0.00, 0.06, 0.02, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.00, 0.00, 0.46, 0.04, 0.29, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4660,  0,  186.360,  0.98,  1, 0.25, 0.06, 0.19, 0.02, 0.00, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.53, 0.00, 0.00, 0.39, 0.24, 0.92, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4661,  0,  186.400,  0.98,  1, 0.29, 0.06, 0.19, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.68, 0.00, 0.03, 0.40, 0.24, 1.32, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4662,  0,  186.440,  0.98,  1, 0.31, 0.06, 0.13, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 1.03, 0.00, 0.10, 0.26, 0.20, 1.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4663,  0,  186.480,  0.98,  1, 0.35, 0.00, 0.00, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 0.00, 0.12, 0.08, 0.00, 0.96, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4664,  0,  186.520,  0.98,  1, 0.54, 0.12, 0.00, 0.00, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 1.18, 0.00, 0.14, 0.21, 0.00, 0.70, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4665,  0,  186.560,  0.98,  1, 0.68, 0.21, 0.02, 0.01, 0.00, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.00, 0.18, 0.48, 0.00, 0.44, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4666,  0,  186.600,  0.98,  1, 0.63, 0.29, 0.21, 0.01, 0.00, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.90, 0.00, 0.50, 0.87, 0.25, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4667,  0,  186.640,  0.98,  1, 0.47, 0.27, 0.41, 0.08, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.95, 1.30, 0.61, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4668,  0,  186.680,  0.98,  1, 0.27, 0.22, 0.54, 0.07, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.28, 0.00, 1.47, 1.34, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4669,  0,  186.720,  0.98,  1, 0.12, 0.14, 0.53, 0.08, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 1.52, 0.00, 1.63, 1.44, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4670,  0,  186.760,  0.98,  1, 0.05, 0.04, 0.50, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.55, 0.00, 1.61, 1.39, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4671,  0,  186.800,  0.98,  1, 0.07, 0.02, 0.46, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 1.39, 0.00, 1.50, 1.33, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4672,  0,  186.840,  0.98,  1, 0.17, 0.04, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.28, 0.00, 1.56, 0.99, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4673,  0,  186.880,  0.98,  1, 0.38, 0.16, 0.53, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 1.29, 0.00, 1.58, 0.64, 1.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4674,  0,  186.920,  0.98,  1, 0.82, 0.78, 0.66, 0.29, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.15, 0.00, 1.56, 0.68, 1.81, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4675,  0,  186.960,  0.98,  1, 1.08, 1.26, 0.75, 0.54, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 1.11, 0.00, 1.56, 0.85, 1.65, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4676,  0,  187.000,  0.98,  1, 1.07, 1.28, 0.74, 0.65, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.00, 1.70, 0.75, 1.40, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4677,  0,  187.040,  0.98,  1, 0.58, 0.65, 0.51, 0.36, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.00, 1.57, 0.46, 0.94, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4678,  0,  187.080,  0.98,  1, 0.26, 0.15, 0.26, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.78, 0.00, 1.30, 0.16, 0.77, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4679,  0,  187.120,  0.98,  1, 0.05, 0.00, 0.09, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.86, 0.23, 0.91, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4680,  0,  187.160,  0.98,  1, 0.04, 0.00, 0.09, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.78, 0.00, 0.69, 0.23, 1.31, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4681,  0,  187.200,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.00, 0.21, 0.00, 0.04, 0.00, 0.00, 0.14, 0.88, 0.00, 0.39, 0.32, 1.28, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4682,  0,  187.240,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 0.15, 0.00, 0.04, 0.00, 0.00, 0.14, 1.03, 0.00, 0.19, 0.20, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4683,  0,  187.280,  0.98,  1, 0.00, 0.00, 0.25, 0.00, 0.00, 0.15, 0.00, 0.04, 0.00, 0.00, 0.14, 1.17, 0.02, 0.00, 0.16, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4684,  0,  187.320,  0.98,  1, 0.00, 0.00, 0.25, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 1.25, 0.06, 0.00, 0.02, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4685,  0,  187.360,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 1.44, 0.09, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4686,  0,  187.400,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.07, 0.00, 1.58, 0.18, 0.06, 0.00, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4687,  0,  187.440,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.12, 0.00, 1.65, 0.28, 0.09, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4688,  0,  187.480,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 1.61, 0.50, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
4689,  0,  187.520,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.27, 0.00, 1.39, 0.63, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
4690,  0,  187.560,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.42, 0.00, 1.30, 0.72, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
